"loggingTime.txt.","accelerometerTimestamp_sinceReboot.s.","accelerometerAccelerationX.G.","accelerometerAccelerationY.G.","accelerometerAccelerationZ.G.","motionTimestamp_sinceReboot.s.","motionYaw.rad.","motionRoll.rad.","motionPitch.rad.","motionRotationRateX.rad.s.","motionRotationRateY.rad.s.","motionRotationRateZ.rad.s.","motionUserAccelerationX.G.","motionUserAccelerationY.G.","motionUserAccelerationZ.G.","motionAttitudeReferenceFrame.txt.","motionQuaternionX.R.","motionQuaternionY.R.","motionQuaternionZ.R.","motionQuaternionW.R.","motionGravityX.G.","motionGravityY.G.","motionGravityZ.G.","motionMagneticFieldX.µT.","motionMagneticFieldY.µT.","motionMagneticFieldZ.µT.","motionHeading...","motionMagneticFieldCalibrationAccuracy.Z.","label"
NA,207558.548840125,-0.868133544921875,-0.387985229492188,-0.24908447265625,207558.510144125,-1.1759923303792,-1.28068722308454,0.439418386870523,-0.119395598769188,-0.00227498728781938,0.0156427882611752,-0.00166893005371093,-0.0177173614501953,-0.00918522477149963,"XArbitraryZVertical",0.178030210620576,0.582120827654671,0.542458794153024,-0.578946534175099,-0.867181777954102,-0.425413191318512,-0.2588811814785,0,0,0,-1,-1,"takbir"
