"loggingTime.txt.","accelerometerTimestamp_sinceReboot.s.","accelerometerAccelerationX.G.","accelerometerAccelerationY.G.","accelerometerAccelerationZ.G.","motionTimestamp_sinceReboot.s.","motionYaw.rad.","motionRoll.rad.","motionPitch.rad.","motionRotationRateX.rad.s.","motionRotationRateY.rad.s.","motionRotationRateZ.rad.s.","motionUserAccelerationX.G.","motionUserAccelerationY.G.","motionUserAccelerationZ.G.","motionAttitudeReferenceFrame.txt.","motionQuaternionX.R.","motionQuaternionY.R.","motionQuaternionZ.R.","motionQuaternionW.R.","motionGravityX.G.","motionGravityY.G.","motionGravityZ.G.","motionMagneticFieldX.µT.","motionMagneticFieldY.µT.","motionMagneticFieldZ.µT.","motionHeading...","motionMagneticFieldCalibrationAccuracy.Z.","label"
NA,212838.483101875,0.8353271484375,0.28228759765625,0.470458984375,212838.421966875,0.366310726152251,2.08343772207469,-0.28995189833807,0.00570609420537948,-0.0171134769916534,0.00856400467455387,0.00254040956497192,-0.0036185085773468,-0.00348472595214843,"XArbitraryZVertical",-0.227280135780799,0.8266482500609,-0.0316649078755877,0.513803481948281,0.835075914859772,0.285906136035919,0.470007181167602,0,0,0,-1,-1,"ruku"
