"loggingTime.txt.","accelerometerTimestamp_sinceReboot.s.","accelerometerAccelerationX.G.","accelerometerAccelerationY.G.","accelerometerAccelerationZ.G.","motionTimestamp_sinceReboot.s.","motionYaw.rad.","motionRoll.rad.","motionPitch.rad.","motionRotationRateX.rad.s.","motionRotationRateY.rad.s.","motionRotationRateZ.rad.s.","motionUserAccelerationX.G.","motionUserAccelerationY.G.","motionUserAccelerationZ.G.","motionAttitudeReferenceFrame.txt.","motionQuaternionX.R.","motionQuaternionY.R.","motionQuaternionZ.R.","motionQuaternionW.R.","motionGravityX.G.","motionGravityY.G.","motionGravityZ.G.","motionMagneticFieldX.µT.","motionMagneticFieldY.µT.","motionMagneticFieldZ.µT.","motionHeading...","motionMagneticFieldCalibrationAccuracy.Z.","label"
NA,212909.435079792,0.628173828125,0.47442626953125,-0.615066528320312,212909.373943792,-0.311091776131295,0.79678874028335,-0.490351769471881,-0.0324666053056717,0.0209893677383661,-0.00742135290056467,0.00136637687683105,-0.00320857763290405,0.00136077404022216,"XArbitraryZVertical",-0.162714899742911,0.406452255761586,-0.23154323933191,0.868739412897967,0.630851089954376,0.470936238765717,-0.616640865802765,0,0,0,-1,-1,"sajdah"
