"loggingTime.txt.","accelerometerTimestamp_sinceReboot.s.","accelerometerAccelerationX.G.","accelerometerAccelerationY.G.","accelerometerAccelerationZ.G.","motionTimestamp_sinceReboot.s.","motionYaw.rad.","motionRoll.rad.","motionPitch.rad.","motionRotationRateX.rad.s.","motionRotationRateY.rad.s.","motionRotationRateZ.rad.s.","motionUserAccelerationX.G.","motionUserAccelerationY.G.","motionUserAccelerationZ.G.","motionAttitudeReferenceFrame.txt.","motionQuaternionX.R.","motionQuaternionY.R.","motionQuaternionZ.R.","motionQuaternionW.R.","motionGravityX.G.","motionGravityY.G.","motionGravityZ.G.","motionMagneticFieldX.µT.","motionMagneticFieldY.µT.","motionMagneticFieldZ.µT.","motionHeading...","motionMagneticFieldCalibrationAccuracy.Z.","label"
NA,212978.525960625,0.47650146484375,0.42572021484375,-0.762466430664062,212978.502265625,-0.148784134032972,0.554148863928892,-0.451383509570234,0.0193828903138638,0.0120857544243336,0.00635597761720418,-0.00526940822601318,0.00546997785568237,0.00353908538818359,"XArbitraryZVertical",-0.194835191387493,0.28186604841681,-0.130720024357299,0.93032428742277,0.473515927791596,0.43621090054512,-0.765181541442871,0,0,0,-1,-1,"tashahhud"
