loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),label
2023-05-08T04:37:48Z,213030.8401061667,0.41925048828125,0.3541259765625,-0.82379150390625,213030.7889501667,-0.303445212595693,0.4765612918594453,-0.3776890845500712,0.02927554398775101,0.00330977328121662,0.00524410884827375,-0.00952482223510742,0.01281830668449402,6.6322088241577e-4,XArbitraryZVertical,-0.1452844355861068,0.2567438554123247,-0.1880595351659336,0.9368076977456188,0.4263949990272522,0.3687734007835388,-0.825950026512146,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213030.8737821667,0.422271728515625,0.36358642578125,-0.8244171142578125,213030.8488311667,-0.3036605247352524,0.4770974212387092,-0.3761198663625186,-0.02597911469638348,-0.00376458093523979,-0.0042018573731184,-0.00954610109329223,-0.01729303598403931,0.00117641687393188,XArbitraryZVertical,-0.1444608193565952,0.2569316665090496,-0.1880408979801287,0.9368873235269326,0.4271029531955719,0.367314338684082,-0.8262344002723694,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213030.9074571667,0.4183502197265625,0.3768463134765625,-0.8249053955078125,213030.8488311667,-0.3036605247352524,0.4770974212387092,-0.3761198663625186,-0.02597911469638348,-0.00376458093523979,-0.0042018573731184,-0.00954610109329223,-0.01729303598403931,0.00117641687393188,XArbitraryZVertical,-0.1444608193565952,0.2569316665090496,-0.1880408979801287,0.9368873235269326,0.4271029531955719,0.367314338684082,-0.8262344002723694,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213030.9411331667,0.427093505859375,0.3755645751953125,-0.8235931396484375,213030.9087121667,-0.302658937589087,0.478107547113929,-0.3773206185855743,0.02921576984226704,0.02566581219434738,0.00793070532381534,-0.00938379764556884,0.00841537117958068,5.049705505371e-4,XArbitraryZVertical,-0.1450651651310909,0.2573925437777295,-0.1877662629575163,0.9367225475162116,0.4277341067790985,0.368430882692337,-0.8254103660583496,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213030.9748391667,0.4254608154296875,0.3532867431640625,-0.8229827880859375,213030.9685941667,-0.3028370402161366,0.4780813535900624,-0.3757908966043122,-0.019548574462533,0.01155185699462891,0.01359391771256924,-0.00164064764976501,-0.01431673765182495,0.00727170705795288,XArbitraryZVertical,-0.1443179665869447,0.2573166095013174,-0.1876929155789046,0.9368734428557316,0.4279712736606598,0.3670083582401276,-0.8259209990501404,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213031.0085141667,0.432464599609375,0.37384033203125,-0.8292083740234375,213030.9685941667,-0.3028370402161366,0.4780813535900624,-0.3757908966043122,-0.019548574462533,0.01155185699462891,0.01359391771256924,-0.00164064764976501,-0.01431673765182495,0.00727170705795288,XArbitraryZVertical,-0.1443179665869447,0.2573166095013174,-0.1876929155789046,0.9368734428557316,0.4279712736606598,0.3670083582401276,-0.8259209990501404,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213031.0421901667,0.4232940673828125,0.37432861328125,-0.816497802734375,213031.0284751667,-0.3021376866439571,0.4775213005760761,-0.3776036691512603,0.01736017502844334,9.493809193372726e-5,0.00100568775087595,-0.00163447856903076,0.01269936561584473,0.00582039356231689,XArbitraryZVertical,-0.1453216820532907,0.2570942591444869,-0.1875082042508255,0.9368163418010428,0.4272021949291229,0.368694007396698,-0.8255683183670044,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213031.0758661667,0.4284210205078125,0.35711669921875,-0.82733154296875,213031.0284751667,-0.3021376866439571,0.4775213005760761,-0.3776036691512603,0.01736017502844334,9.493809193372726e-5,0.00100568775087595,-0.00163447856903076,0.01269936561584473,0.00582039356231689,XArbitraryZVertical,-0.1453216820532907,0.2570942591444869,-0.1875082042508255,0.9368163418010428,0.4272021949291229,0.368694007396698,-0.8255683183670044,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213031.1095711667,0.426849365234375,0.36590576171875,-0.8166656494140625,213031.0883561667,-0.3016193500890852,0.4789048833998064,-0.3762300043976793,-0.0140759265050292,0.01180033013224602,5.5880914442241e-4,4.6968460083007e-4,-0.00526472926139831,-3.0422210693359e-4,XArbitraryZVertical,-0.1446061536608965,0.257636325488792,-0.1872265067889453,0.9368345497406472,0.4285770058631897,0.3674167692661285,-0.8254251480102539,0,0,0,-1,-1,peace_right_left
2023-05-08T04:37:48Z,213031.1432471667,0.4308929443359375,0.3787841796875,-0.8241424560546875,213031.0883561667,-0.3016193500890852,0.4789048833998064,-0.3762300043976793,-0.0140759265050292,0.01180033013224602,5.5880914442241e-4,4.6968460083007e-4,-0.00526472926139831,-3.0422210693359e-4,XArbitraryZVertical,-0.1446061536608965,0.257636325488792,-0.1872265067889453,0.9368345497406472,0.4285770058631897,0.3674167692661285,-0.8254251480102539,0,0,0,-1,-1,peace_right_left
